date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2/25/2015,Quarter4,sweing,Wednesday,8,0.7,29.4,847.0,6960,30,0.0,0,1,58.0,0.7003620690000001
2/25/2015,Quarter4,sweing,Wednesday,5,0.8,30.1,15.0,1200,49,0.0,0,1,59.0,0.598792339
2/25/2015,Quarter4,sweing,Wednesday,1,0.65,22.53,762.0,5040,0,0.0,0,1,42.0,0.581130952
2/25/2015,Quarter4,finishing,Wednesday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.440375
2/25/2015,Quarter4,finishing,Wednesday,9,0.7,2.9,,960,0,0.0,0,0,8.0,0.41083333299999997
2/26/2015,Quarter4,finishing,Thursday,3,0.8,4.6,,6300,0,0.0,0,0,15.0,0.921703704
2/26/2015,Quarter4,sweing,Thursday,11,0.8,11.61,816.0,2820,50,0.0,0,2,57.0,0.800516667
2/26/2015,Quarter4,finishing,Thursday,1,0.5,3.94,,3360,0,0.0,0,0,8.0,0.768847222
2/26/2015,Quarter4,sweing,Thursday,3,0.75,29.4,1244.0,6840,45,0.0,0,2,57.0,0.750473684
2/26/2015,Quarter4,sweing,Thursday,9,0.75,18.79,1020.0,5640,45,0.0,0,1,52.0,0.750371895
2/26/2015,Quarter4,sweing,Thursday,2,0.7,30.33,398.0,6960,0,0.0,0,1,58.0,0.66237931
2/26/2015,Quarter4,finishing,Thursday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.590617284
2/26/2015,Quarter4,sweing,Thursday,5,0.35,27.48,413.0,6840,38,0.0,0,1,57.0,0.44996491200000005
2/26/2015,Quarter4,finishing,Thursday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.4078125
2/26/2015,Quarter4,sweing,Thursday,1,0.35,26.66,1164.0,6600,23,0.0,0,2,55.0,0.378895152
2/28/2015,Quarter4,finishing,Saturday,3,0.8,4.6,,6300,0,0.0,0,0,15.0,0.921703704
2/28/2015,Quarter4,sweing,Saturday,11,0.8,11.61,954.0,0,50,0.0,0,2,58.0,0.800779018
2/28/2015,Quarter4,finishing,Saturday,1,0.5,3.94,,3360,0,0.0,0,0,8.0,0.768847222
2/28/2015,Quarter4,sweing,Saturday,9,0.75,18.79,841.0,6240,45,0.0,0,1,52.0,0.750395513
2/28/2015,Quarter4,finishing,Saturday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.590617284
2/28/2015,Quarter4,sweing,Saturday,4,0.5,26.66,556.0,6960,23,0.0,0,2,58.0,0.500258046
2/28/2015,Quarter4,finishing,Saturday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.41083333299999997
2/28/2015,Quarter4,finishing,Saturday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.4078125
3/1/2015,Quarter1,finishing,Sunday,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.8136111109999999
3/1/2015,Quarter1,sweing,Sunday,8,0.75,29.4,622.0,6240,56,0.0,0,0,57.0,0.75075
3/1/2015,Quarter1,sweing,Sunday,1,0.6,26.66,1578.0,6840,38,0.0,0,0,57.0,0.700019883
3/1/2015,Quarter1,sweing,Sunday,11,0.8,11.61,347.0,0,50,4.0,20,0,57.0,0.6824330359999999
3/1/2015,Quarter1,finishing,Sunday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.6645833329999999
3/1/2015,Quarter1,sweing,Sunday,4,0.6,26.66,692.0,6840,23,0.0,0,0,57.0,0.6002397660000001
3/1/2015,Quarter1,sweing,Sunday,7,0.8,30.1,934.0,6960,0,3.5,15,0,58.0,0.579511494
3/1/2015,Quarter1,finishing,Sunday,1,0.6,3.94,,3360,0,0.0,0,0,8.0,0.448722222
3/2/2015,Quarter1,finishing,Monday,2,0.7,3.9,,1200,0,0.0,0,0,10.0,0.92885
3/2/2015,Quarter1,finishing,Monday,3,0.8,4.6,,10080,0,0.0,0,0,24.0,0.86037037
3/2/2015,Quarter1,finishing,Monday,4,0.65,3.94,,960,0,0.0,0,0,8.0,0.8068791670000001
3/2/2015,Quarter1,sweing,Monday,12,0.8,15.26,1035.0,4080,63,0.0,0,0,34.0,0.8004019609999999
3/2/2015,Quarter1,sweing,Monday,11,0.8,11.61,632.0,0,50,0.0,0,0,57.0,0.800309211
3/2/2015,Quarter1,sweing,Monday,7,0.8,30.1,616.0,7080,0,0.0,0,0,59.0,0.8001158190000001
3/2/2015,Quarter1,finishing,Monday,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.773333333
3/2/2015,Quarter1,sweing,Monday,6,0.75,18.79,947.0,2880,34,0.0,0,0,33.0,0.750797009
3/2/2015,Quarter1,sweing,Monday,4,0.65,26.66,832.0,6780,55,0.0,0,0,57.0,0.750254867
3/2/2015,Quarter1,finishing,Monday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.607654321
3/2/2015,Quarter1,finishing,Monday,7,0.8,4.6,,3360,0,0.0,0,0,8.0,0.342361111
3/3/2015,Quarter1,finishing,Tuesday,3,0.8,4.6,,6300,0,0.0,0,0,15.0,0.902962963
3/3/2015,Quarter1,sweing,Tuesday,1,0.7,26.66,1562.0,6960,60,0.0,0,0,58.0,0.8005660920000001
3/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,983.0,4080,50,0.0,0,0,34.0,0.8004019609999999
3/3/2015,Quarter1,sweing,Tuesday,3,0.8,29.4,1156.0,6840,50,0.0,0,0,57.0,0.800333333
3/3/2015,Quarter1,sweing,Tuesday,4,0.7,26.66,950.0,6960,50,0.0,0,0,58.0,0.750770115
3/3/2015,Quarter1,sweing,Tuesday,9,0.75,18.79,1096.0,6240,34,0.0,0,0,52.0,0.750395513
3/3/2015,Quarter1,sweing,Tuesday,5,0.7,27.48,573.0,6840,30,0.0,0,0,57.0,0.7006596490000001
3/3/2015,Quarter1,finishing,Tuesday,2,0.4,3.9,,6300,0,0.0,0,0,15.0,0.567377778
3/3/2015,Quarter1,finishing,Tuesday,1,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556
3/3/2015,Quarter1,finishing,Tuesday,4,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556
3/3/2015,Quarter1,finishing,Tuesday,5,0.7,4.6,,3360,0,0.0,0,0,8.0,0.35444444399999997
3/3/2015,Quarter1,finishing,Tuesday,6,0.75,2.9,,3360,0,0.0,0,0,8.0,0.309333333
3/3/2015,Quarter1,sweing,Tuesday,2,0.4,15.28,157.0,5400,0,6.5,30,1,45.0,0.30277037
3/4/2015,Quarter1,finishing,Wednesday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.885925926
3/4/2015,Quarter1,finishing,Wednesday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.83375
3/4/2015,Quarter1,sweing,Wednesday,11,0.8,11.41,433.0,0,38,0.0,0,0,56.0,0.8007017540000001
3/4/2015,Quarter1,sweing,Wednesday,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58.0,0.799975862
3/4/2015,Quarter1,sweing,Wednesday,1,0.7,26.82,1772.0,6960,50,0.0,0,0,58.0,0.750651724
3/4/2015,Quarter1,sweing,Wednesday,9,0.75,18.79,1206.0,6240,34,0.0,0,0,52.0,0.750395513
3/4/2015,Quarter1,sweing,Wednesday,5,0.7,27.48,586.0,6960,40,0.0,0,0,58.0,0.7004241379999999
3/4/2015,Quarter1,sweing,Wednesday,2,0.5,15.28,261.0,5520,0,0.0,0,1,46.0,0.40414492799999996
3/5/2015,Quarter1,finishing,Thursday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.868888889
3/5/2015,Quarter1,finishing,Thursday,3,0.8,4.6,,1800,0,0.0,0,0,15.0,0.810111111
3/5/2015,Quarter1,sweing,Thursday,11,0.8,11.41,455.0,3420,50,0.0,0,0,56.0,0.8007017540000001
3/5/2015,Quarter1,sweing,Thursday,2,0.6,15.28,529.0,1320,0,0.0,0,1,46.0,0.600099145
3/5/2015,Quarter1,finishing,Thursday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.453125
3/5/2015,Quarter1,sweing,Thursday,6,0.35,22.53,1450.0,2640,0,0.0,0,1,39.0,0.26369382
3/7/2015,Quarter1,finishing,Saturday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.868888889
3/7/2015,Quarter1,sweing,Saturday,1,0.7,26.82,1267.0,8160,70,0.0,0,0,58.0,0.850045
3/7/2015,Quarter1,finishing,Saturday,7,0.8,4.6,,6000,0,0.0,0,0,25.0,0.825444444
3/7/2015,Quarter1,finishing,Saturday,5,0.35,3.94,,2400,0,0.0,0,0,10.0,0.80575
3/7/2015,Quarter1,sweing,Saturday,4,0.7,26.82,1195.0,6960,60,0.0,0,0,58.0,0.800746552
3/7/2015,Quarter1,sweing,Saturday,9,0.75,18.79,1226.0,3480,45,0.0,0,0,51.0,0.749987124
3/7/2015,Quarter1,finishing,Saturday,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.664875
3/7/2015,Quarter1,finishing,Saturday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.657083333
3/7/2015,Quarter1,sweing,Saturday,2,0.65,16.1,626.0,4200,0,0.0,0,1,45.0,0.65024031
3/7/2015,Quarter1,finishing,Saturday,2,0.65,3.9,,1920,0,0.0,0,0,8.0,0.528125
3/8/2015,Quarter2,finishing,Sunday,3,0.8,4.6,,1440,0,0.0,0,0,12.0,0.9519444440000001
3/8/2015,Quarter2,finishing,Sunday,9,0.75,2.9,,1080,0,0.0,0,0,9.0,0.9290740740000001
3/8/2015,Quarter2,finishing,Sunday,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167
3/8/2015,Quarter2,finishing,Sunday,4,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167
3/8/2015,Quarter2,finishing,Sunday,5,0.5,3.94,,960,0,0.0,0,0,8.0,0.857916667
3/8/2015,Quarter2,sweing,Sunday,4,0.75,26.82,1082.0,6840,65,0.0,0,0,57.0,0.850084211
3/8/2015,Quarter2,sweing,Sunday,1,0.75,26.82,1254.0,6960,65,0.0,0,0,58.0,0.85007069
3/8/2015,Quarter2,sweing,Sunday,3,0.8,30.1,1278.0,3360,50,0.0,0,1,57.0,0.8005110679999999
3/8/2015,Quarter2,sweing,Sunday,11,0.8,11.41,313.0,3420,50,0.0,0,0,58.0,0.800034503
3/8/2015,Quarter2,finishing,Sunday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.755208333
3/8/2015,Quarter2,sweing,Sunday,10,0.7,21.82,1335.0,6000,30,0.0,0,0,50.0,0.700422
3/8/2015,Quarter2,sweing,Sunday,2,0.7,16.1,928.0,4800,30,0.0,0,1,45.0,0.700106061
3/8/2015,Quarter2,sweing,Sunday,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600528571
3/8/2015,Quarter2,finishing,Sunday,8,0.6,3.9,,960,0,0.0,0,0,8.0,0.4509375
3/8/2015,Quarter2,finishing,Sunday,10,0.7,2.9,,960,0,0.0,0,0,8.0,0.441041667
3/8/2015,Quarter2,finishing,Sunday,6,0.6,2.9,,960,0,0.0,0,0,8.0,0.271875
3/9/2015,Quarter2,finishing,Monday,11,0.8,2.9,,0,960,0.0,0,0,8.0,0.960625
3/9/2015,Quarter2,sweing,Monday,1,0.75,26.82,1322.0,7140,65,0.0,0,0,59.0,0.8504268909999999
3/9/2015,Quarter2,sweing,Monday,3,0.8,30.1,964.0,5160,50,0.0,0,1,58.0,0.800842424
3/9/2015,Quarter2,finishing,Monday,4,0.75,3.94,,0,960,0.0,0,0,8.0,0.7953875
3/9/2015,Quarter2,sweing,Monday,9,0.75,18.79,1193.0,6240,45,0.0,0,0,52.0,0.750395513
3/9/2015,Quarter2,sweing,Monday,2,0.7,16.1,817.0,5520,30,0.0,0,1,45.0,0.700516224
3/9/2015,Quarter2,sweing,Monday,10,0.7,21.82,1576.0,6000,30,0.0,0,0,50.0,0.700422
3/9/2015,Quarter2,finishing,Monday,2,0.7,3.9,,0,1200,0.0,0,0,10.0,0.6825
3/9/2015,Quarter2,sweing,Monday,8,0.65,30.48,953.0,6720,26,0.0,0,1,56.0,0.650421429
3/9/2015,Quarter2,sweing,Monday,5,0.6,26.82,919.0,7080,23,0.0,0,1,59.0,0.6000406779999999
3/9/2015,Quarter2,sweing,Monday,7,0.5,30.48,1161.0,6600,0,0.0,0,1,55.0,0.5006109089999999
3/10/2015,Quarter2,finishing,Tuesday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.92
3/10/2015,Quarter2,finishing,Tuesday,4,0.75,3.94,,960,0,0.0,0,0,8.0,0.881575
3/10/2015,Quarter2,finishing,Tuesday,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.880754167
3/10/2015,Quarter2,sweing,Tuesday,4,0.75,26.82,1104.0,5880,65,0.0,0,0,59.0,0.850084211
3/10/2015,Quarter2,finishing,Tuesday,9,0.75,2.9,,1800,0,0.0,0,0,15.0,0.821666667
3/10/2015,Quarter2,sweing,Tuesday,3,0.8,30.1,756.0,6960,63,0.0,0,1,58.0,0.800071839
3/10/2015,Quarter2,sweing,Tuesday,11,0.8,11.41,338.0,3420,50,0.0,0,0,58.0,0.800034503
3/10/2015,Quarter2,sweing,Tuesday,9,0.75,18.79,1247.0,6240,45,0.0,0,0,52.0,0.750395513
3/10/2015,Quarter2,finishing,Tuesday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.741
3/10/2015,Quarter2,sweing,Tuesday,8,0.7,30.48,923.0,6840,30,0.0,0,1,57.0,0.7005052629999999
3/10/2015,Quarter2,sweing,Tuesday,6,0.7,23.41,1180.0,4560,30,0.0,0,1,38.0,0.7002464909999999
3/10/2015,Quarter2,sweing,Tuesday,2,0.7,16.1,957.0,5400,40,0.0,0,1,45.0,0.700051852
3/10/2015,Quarter2,sweing,Tuesday,7,0.6,30.48,1017.0,6840,25,0.0,0,1,57.0,0.630402924
3/11/2015,Quarter2,finishing,Wednesday,2,0.75,3.9,,1920,0,0.0,0,0,8.0,0.8192708329999999
3/11/2015,Quarter2,finishing,Wednesday,4,0.75,3.94,,1920,0,0.0,0,0,8.0,0.8133090279999999
3/11/2015,Quarter2,sweing,Wednesday,12,0.8,15.26,470.0,4080,63,0.0,0,0,34.0,0.8004019609999999
3/11/2015,Quarter2,sweing,Wednesday,11,0.8,11.41,560.0,3420,50,0.0,0,0,58.0,0.800034503
3/11/2015,Quarter2,finishing,Wednesday,3,0.8,4.6,,1920,0,0.0,0,0,8.0,0.786631944
3/11/2015,Quarter2,sweing,Wednesday,10,0.75,21.82,1674.0,6000,34,0.0,0,0,50.0,0.7506079999999999
3/11/2015,Quarter2,sweing,Wednesday,2,0.75,16.1,971.0,5400,45,0.0,0,1,45.0,0.7501407409999999
3/11/2015,Quarter2,sweing,Wednesday,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59.0,0.750050847
3/11/2015,Quarter2,sweing,Wednesday,7,0.65,30.48,935.0,6840,26,0.0,0,1,57.0,0.650596491
3/11/2015,Quarter2,finishing,Wednesday,10,0.75,2.9,,960,0,0.0,0,0,8.0,0.6283333329999999
3/11/2015,Quarter2,finishing,Wednesday,7,0.65,3.9,,960,0,0.0,0,0,8.0,0.625625
3/11/2015,Quarter2,finishing,Wednesday,9,0.75,2.9,,1800,0,0.0,0,0,15.0,0.505888889
3/11/2015,Quarter2,finishing,Wednesday,6,0.7,2.9,,720,0,0.0,0,0,6.0,0.394722222
